﻿04月02日,安庆市,14,10,东北风
﻿04月03日,安庆市,18,11,东北风
﻿04月04日,安庆市,20,12,西南风
﻿04月05日,安庆市,23,12,西南风
﻿04月06日,安庆市,23,15,西南风
﻿04月07日,安庆市,26,17,西南风
﻿04月08日,安庆市,26,16,东北风
﻿04月02日,蚌埠市,20,9,东南风
﻿04月03日,蚌埠市,20,8,东风
﻿04月04日,蚌埠市,20,9,南风
﻿04月05日,蚌埠市,24,13,西南风
﻿04月06日,蚌埠市,25,16,西南风
﻿04月07日,蚌埠市,24,15,西风
﻿04月08日,蚌埠市,20,10,东风
﻿04月02日,亳州市,20,10,东南风
﻿04月03日,亳州市,20,9,东风
﻿04月04日,亳州市,21,11,南风
﻿04月05日,亳州市,26,13,西南风
﻿04月06日,亳州市,27,14,西南风
﻿04月07日,亳州市,23,14,西北风
﻿04月08日,亳州市,21,10,东风
﻿04月02日,巢湖市,18,10,东南风
﻿04月03日,巢湖市,20,10,东风
﻿04月04日,巢湖市,20,11,东南风
﻿04月05日,巢湖市,24,14,西南风
﻿04月06日,巢湖市,23,16,南风
﻿04月07日,巢湖市,26,15,西风
﻿04月08日,巢湖市,23,14,东风
﻿04月02日,池州市,16,8,东风
﻿04月03日,池州市,19,9,东北风
﻿04月04日,池州市,20,11,西南风
﻿04月05日,池州市,23,12,西南风
﻿04月06日,池州市,23,15,西南风
﻿04月07日,池州市,27,16,西南风
﻿04月08日,池州市,26,15,东北风
﻿04月02日,滁州市,19,8,东南风
﻿04月03日,滁州市,20,8,东风
﻿04月04日,滁州市,20,10,东南风
﻿04月05日,滁州市,25,13,西南风
﻿04月06日,滁州市,24,16,西南风
﻿04月07日,滁州市,26,13,西风
﻿04月08日,滁州市,19,11,东风
﻿04月02日,阜阳市,19,10,南风
﻿04月03日,阜阳市,21,8,东风
﻿04月04日,阜阳市,20,10,南风
﻿04月05日,阜阳市,25,14,西南风
﻿04月06日,阜阳市,26,16,西南风
﻿04月07日,阜阳市,24,15,西风
﻿04月08日,阜阳市,22,12,东风
﻿04月02日,合肥市,18,9,东南风
﻿04月03日,合肥市,21,9,东风
﻿04月04日,合肥市,21,11,东南风
﻿04月05日,合肥市,25,14,南风
﻿04月06日,合肥市,25,15,南风
﻿04月07日,合肥市,27,16,西风
﻿04月08日,合肥市,22,15,东风
﻿04月02日,淮北市,19,9,东南风
﻿04月03日,淮北市,19,8,东风
﻿04月04日,淮北市,21,10,南风
﻿04月05日,淮北市,25,13,西南风
﻿04月06日,淮北市,25,14,西南风
﻿04月07日,淮北市,23,13,西北风
﻿04月08日,淮北市,19,9,东风
﻿04月02日,淮南市,20,11,南风
﻿04月03日,淮南市,21,10,东风
﻿04月04日,淮南市,21,11,南风
﻿04月05日,淮南市,25,13,西南风
﻿04月06日,淮南市,25,16,西南风
﻿04月07日,淮南市,24,15,西风
﻿04月08日,淮南市,20,13,东风
﻿04月02日,黄山市,16,7,东风
﻿04月03日,黄山市,16,10,东风
﻿04月04日,黄山市,17,10,南风
﻿04月05日,黄山市,24,11,西风
﻿04月06日,黄山市,21,12,西南风
﻿04月07日,黄山市,27,15,西南风
﻿04月08日,黄山市,27,13,东风
﻿04月02日,六安市,17,11,东南风
﻿04月03日,六安市,21,10,东风
﻿04月04日,六安市,20,12,东南风
﻿04月05日,六安市,26,12,西南风
﻿04月06日,六安市,27,15,西南风
﻿04月07日,六安市,28,15,西风
﻿04月08日,六安市,23,15,东风
﻿04月02日,马鞍山市,19,10,东南风
﻿04月03日,马鞍山市,21,10,东风
﻿04月04日,马鞍山市,20,10,东南风
﻿04月05日,马鞍山市,24,12,西南风
﻿04月06日,马鞍山市,23,15,西南风
﻿04月07日,马鞍山市,27,16,西风
﻿04月08日,马鞍山市,22,13,东风
﻿04月03日,宿州市,19,8,东风
﻿04月04日,宿州市,20,9,南风
﻿04月05日,宿州市,24,13,西南风
﻿04月06日,宿州市,25,15,西南风
﻿04月07日,宿州市,23,13,西北风
﻿04月08日,宿州市,19,8,东风
﻿04月09日,宿州市,16,3,东风
﻿04月02日,铜陵市,17,10,东风
﻿04月03日,铜陵市,19,10,东北风
﻿04月04日,铜陵市,20,11,东南风
﻿04月05日,铜陵市,24,12,西南风
﻿04月06日,铜陵市,23,16,西南风
﻿04月07日,铜陵市,26,17,西南风
﻿04月08日,铜陵市,24,13,东风
﻿04月02日,芜湖市,18,10,东南风
﻿04月03日,芜湖市,20,10,东风
﻿04月04日,芜湖市,19,11,东风
﻿04月05日,芜湖市,24,12,西南风
﻿04月06日,芜湖市,23,15,西南风
﻿04月07日,芜湖市,27,16,西南风
﻿04月08日,芜湖市,21,13,东风
﻿04月02日,宣城市,19,7,东南风
﻿04月03日,宣城市,19,10,东风
﻿04月04日,宣城市,19,11,东南风
﻿04月05日,宣城市,24,10,西南风
﻿04月06日,宣城市,24,14,西南风
﻿04月07日,宣城市,28,16,西南风
﻿04月08日,宣城市,23,13,东风
﻿04月03日,钓鱼岛市,18,14,东北风
﻿04月04日,钓鱼岛市,21,14,东北风
﻿04月05日,钓鱼岛市,26,15,西南风
﻿04月06日,钓鱼岛市,24,17,东风
﻿04月07日,钓鱼岛市,31,17,西南风
﻿04月08日,钓鱼岛市,28,16,东北风
﻿04月09日,钓鱼岛市,25,15,东北风
﻿04月02日,福州市,20,11,东北风
﻿04月03日,福州市,18,14,东北风
﻿04月04日,福州市,21,13,东北风
﻿04月05日,福州市,26,15,西南风
﻿04月06日,福州市,24,17,东风
﻿04月07日,福州市,31,18,西南风
﻿04月08日,福州市,28,16,东北风
﻿04月02日,龙岩市,24,13,南风
﻿04月03日,龙岩市,23,16,西南风
﻿04月04日,龙岩市,22,16,南风
﻿04月05日,龙岩市,26,16,西风
﻿04月06日,龙岩市,27,16,南风
﻿04月07日,龙岩市,29,17,西南风
﻿04月08日,龙岩市,29,18,东南风
﻿04月02日,南平市,21,11,东风
﻿04月03日,南平市,17,13,东北风
﻿04月04日,南平市,19,13,东风
﻿04月05日,南平市,24,15,西北风
﻿04月06日,南平市,27,16,东南风
﻿04月07日,南平市,30,18,西南风
﻿04月08日,南平市,30,17,东南风
﻿04月03日,宁德市,15,14,东北风
﻿04月04日,宁德市,19,13,东北风
﻿04月05日,宁德市,24,16,东南风
﻿04月06日,宁德市,22,17,东南风
﻿04月07日,宁德市,28,17,西南风
﻿04月08日,宁德市,26,16,东风
﻿04月09日,宁德市,22,15,东北风
﻿04月03日,莆田市,20,15,东北风
﻿04月04日,莆田市,21,16,东北风
﻿04月05日,莆田市,25,17,南风
﻿04月06日,莆田市,24,18,东风
﻿04月07日,莆田市,27,19,西南风
﻿04月08日,莆田市,26,18,东北风
﻿04月09日,莆田市,25,17,东北风
﻿04月02日,泉州市,22,14,东北风
﻿04月03日,泉州市,23,15,东北风
﻿04月04日,泉州市,22,16,东北风
﻿04月05日,泉州市,25,18,东南风
﻿04月06日,泉州市,24,19,东风
﻿04月07日,泉州市,29,20,南风
﻿04月08日,泉州市,27,19,东风
﻿04月02日,三明市,22,11,东风
﻿04月03日,三明市,19,14,东北风
